,desvio_padrao,max,min,label
0,99.24941602736713,-100,-4808,ax0
1,39.26003399556771,-8316,-11904,ay0
2,29.75275308368065,13528,11164,az0
3,86.77066574957263,707,-1800,gx0
4,132.24342156257126,2169,-1912,gy0
5,170.86372387312625,1833,-2259,gz0
6,25.810626242418017,7320,1984,ax1
7,95.18156575994242,15064,11900,ay1
8,64.54499769264909,11244,6268,az1
9,183.5567930297572,1910,-2217,gx1
10,82.23261969456765,1117,-1221,gy1
11,165.6369894969999,2308,-2567,gz1
12,40.62259901595058,7952,2908,ax2
13,77.90528623674533,16268,13556,ay2
14,66.12903845146812,6476,1076,az2
15,171.1654364402238,1994,-2267,gx2
16,94.5400616667092,1620,-1638,gy2
17,141.13359468942807,1396,-1926,gz2
18,57.81321755527236,9948,4408,ax3
19,61.23962103645994,15500,12232,ay3
20,53.09391754788083,5104,1636,az3
21,167.57758637315155,2021,-1883,gx3
22,85.49474218490798,939,-2004,gy3
23,132.36452771822835,1024,-2004,gz3
24,114.28604484055462,7820,2544,ax4
25,54.219436990047846,16264,14096,ay4
26,61.38931331744108,1484,-3500,az4
27,170.95057629913157,1713,-2716,gx4
28,97.6919947429129,1355,-1988,gy4
29,252.27301662120382,1035,-3653,gz4
