-3.672943115234375000e-01,-2.267913818359375000e-01,-8.554229736328125000e-01,-1.809692382812499306e-02,-1.804351806640626735e-03,-1.404190063476562153e-02,-7.640075683593750000e-02,-8.334655761718747780e-01,4.261474609375000000e-01,-5.388259887695312500e-02,1.496124267578124827e-02,-2.237319946289062500e-02,1.604156494140625000e-01,-9.604339599609373890e-01,2.879638671875000000e-01,-3.204727172851562500e-02,9.761810302734373265e-03,1.285552978515625000e-02,4.661560058593738898e-02,-9.143676757812503331e-01,2.743530273437500000e-01,-2.442169189453125000e-02,-3.936767578125001735e-03,8.441925048828125000e-03,1.882171630859375000e-01,-2.445526123046878331e-01,1.541137695312472244e-03,-4.523468017578125000e-02,1.145935058593750000e-02,-9.502410888671875000e-03
-8.338647460937533840e-01,-4.485078125000016014e-01,2.754536132812500648e-01,-3.488159179687502776e-02,4.712890625000003969e-03,-6.241333007812596874e-03,-2.982744140624976059e-01,7.601621093750031699e-01,5.400776367187490878e-01,-5.007836914062501615e-02,2.343127441406255701e-02,-1.489367675781249310e-02,-6.171679687500046529e-02,7.135615234374975691e-01,7.115000000000023528e-01,-2.516125488281251155e-02,1.969421386718743852e-02,1.182580566406250117e-02,3.472880859374998797e-01,5.547377929687546949e-01,7.471166992187517897e-01,-1.678210449218749817e-02,2.001098632812597228e-03,9.491943359374995989e-03,5.126025390625006672e-02,7.193408203125024603e-01,6.409912109374951150e-01,-3.318908691406250583e-02,2.549023437500004541e-02,-7.303588867187455272e-03
-7.728443860320629577e-01,-4.087216599873925160e-01,4.973074173721174773e-01,-3.416086686104109066e-02,-5.662022131664224724e-03,-2.281166978115989081e-03,-3.077452382024474797e-01,-7.964753692363125692e-01,4.178132598613112370e-01,-4.708835920614194703e-02,1.685590496667869337e-02,-2.094789884275935488e-02,2.803128377161379081e-01,-8.776180036473342216e-01,4.940118707222619920e-01,-2.532448892291067066e-02,1.168163640354829072e-02,1.233736857213616964e-02,5.023520521884001777e-01,6.538219616804787915e-01,5.629334023775186546e-01,-3.045478403052963301e-02,-3.472495834834297534e-03,7.683042146974058961e-03,2.232732855277378414e-01,8.291585520983454360e-01,4.543048957582856984e-01,-4.545624043137601322e-02,1.390722093389769320e-02,-8.023924374099381668e-03
3.235954122340400918e-01,8.591350149601112429e-01,-3.149881565824437235e-01,-3.823787608045216280e-02,1.033961519281896904e-03,6.642183344414898799e-03,3.123275432180869227e-01,9.084150598404214794e-01,-3.660613364361667843e-01,-5.204013256316491337e-02,1.162265209441490886e-02,-1.283634266954786565e-02,1.464480136303192570e-01,9.116221326462735641e-01,-3.297726894946783616e-01,-2.677833070146277278e-02,3.091235871010663237e-03,1.721503075132976499e-02,-6.584524601063940219e-02,-6.510295462101044484e-01,-7.862283909574453444e-01,-1.572473404255318730e-02,-3.518741688829790659e-03,1.520294838763297518e-02,3.463773686835106558e-01,-7.500862283909548456e-01,-6.444813829787283677e-01,-3.518430019946808956e-02,1.784200465425535287e-02,-1.118112117686140446e-03
-4.506722759726817795e-01,-6.571473380587757873e-01,6.435369024213568601e-01,-1.982995847992552116e-02,3.936161268625833903e-03,1.377535182119210815e-03,-1.852251267591062123e-01,3.306779671978482549e-01,8.889321838783110774e-01,-4.775778663079470465e-02,1.040548362479305766e-02,-9.422858029801320368e-03,2.348099260140726341e-01,-7.125009700951975278e-01,7.293175703642391650e-01,-1.787885451158941277e-02,3.390078513038086334e-03,1.004897363927980715e-02,7.430266323468537326e-01,-7.002017798013259187e-01,-5.671823261589395426e-02,-8.290271885347663336e-03,-5.939003647557949961e-03,2.582878466473505913e-03,4.465687732822848366e-01,-8.234588420943684817e-01,3.459391814983446833e-01,-2.282229796150661918e-02,1.017306498344371958e-02,-6.321787044701987490e-03
-2.461850766782411326e-01,-6.432897497106498941e-01,8.075204354745397772e-01,-2.513653790509262284e-02,5.800148292824078983e-03,-1.063548900462968870e-02,1.005750868055552694e-01,8.995903862847178800e-01,3.976282190393518601e-01,-5.628232602719909772e-02,8.197925708912019369e-03,-1.316618742766202839e-02,2.150652850115737369e-01,9.618923611111063199e-01,1.308440031828704275e-01,-2.871003327546298167e-02,2.268699363425949814e-03,1.635583948206015617e-02,3.954255280671294392e-01,9.067391854745413537e-01,1.105260778356482732e-01,-2.082790798611110217e-02,-1.243060076678241185e-02,1.077971281828703221e-02,2.744764539930556468e-01,9.367540147569468623e-01,-1.522650824652773960e-01,-3.779070818865738063e-02,6.582302517361138250e-03,-1.136610243055511185e-03
-8.551399327531675754e-01,3.612385037579158853e-01,-1.575121143196166473e-01,-3.566430973101267915e-02,-1.811430725870224329e-03,-1.137726216376578042e-03,-7.442766020569646646e-02,4.133430577531614913e-01,8.847266861155098638e-01,-5.529105270965192082e-02,1.353527986550634443e-02,-7.700164408623401402e-03,6.094281546677210448e-01,4.550051918512664773e-01,-6.565819076344983074e-01,-2.563275687302216110e-02,1.878693013251585622e-02,1.344117756131329826e-02,6.420904618275303788e-01,1.429329015031647609e-01,-7.984127768987411278e-01,-1.600604479825949722e-02,2.790156497231100277e-03,6.699496884889236635e-03,7.959899129746783597e-01,1.252750445015836656e-01,-6.870512757120340597e-01,-3.271762509889240833e-02,2.315936511075953469e-02,-9.029185621044270166e-03
-1.365299479166663110e-01,-8.753005642361121330e-01,5.668153211805548874e-01,-3.226535373263889755e-02,6.522081163194450026e-03,-3.811848958333328551e-03,-1.364366319444444003e-02,-6.881130642361145133e-01,6.659765624999991473e-01,-5.489257812500002165e-02,1.577446831597222043e-02,-2.159478081597225943e-02,2.446017795138885620e-01,9.648187934027745438e-01,1.330891927083333592e-01,-2.671278211805556968e-02,7.220594618055551500e-03,1.254313151041666630e-02,4.028971354166664964e-01,9.149338107638916862e-01,3.295247395833345028e-02,-1.708902994791667435e-02,-8.244900173611114519e-03,7.835286458333329956e-03,2.175965711805556424e-01,9.589832899305579250e-01,-5.501627604166633989e-02,-3.398491753472222821e-02,1.091715494791667233e-02,-4.962836371527779011e-03
-3.247264917346014412e-01,-9.074441661005450133e-01,-9.842405457427605420e-02,-2.757992951766304046e-02,1.891780245131343546e-02,-2.318451370018113390e-03,3.487318840579698570e-02,9.327870244565191760e-01,3.187715834465582598e-01,-5.560523876245473257e-02,9.650631227355089409e-03,-1.535388006680253430e-02,1.764588286911232817e-01,9.588269219882258332e-01,1.105585512907608925e-01,-2.799523395040761503e-02,1.431672469429373998e-03,1.351353742074275742e-02,2.617116734601447892e-01,-4.397839532382256111e-01,8.527920487998171817e-01,-1.226718183876809171e-02,-1.007433905117753950e-02,3.047334975090545267e-04,2.083156419836962314e-02,9.353027343750018874e-01,1.212317425271741689e-01,-3.274270762567935145e-02,3.433006397192061090e-03,-4.419741423233696821e-03
-7.717715404072760244e-01,-5.212152199667019481e-01,3.158699410860655865e-01,-3.032971991867314948e-02,9.104744332735633869e-03,3.812696112961070152e-03,-6.498743276127066926e-02,7.587070152407749957e-01,6.345905241419049769e-01,-4.749360631723873599e-02,1.437653088178791547e-02,-1.206094710553278458e-02,6.305932216956959546e-02,-2.367013399718229105e-01,-9.685528864626031798e-01,-2.104962458376024789e-02,7.148367459656763262e-03,1.355330670466188894e-02,5.513415727459012317e-01,-7.206050685194640426e-01,4.544447601818648597e-01,-1.226206294825819137e-02,-8.610709768826847049e-03,6.447213595030733269e-03,6.840039862961072581e-02,-5.613543400998950439e-01,7.960995533427247528e-01,-3.159069624103483936e-02,9.405917808657807133e-03,-5.732802094006148735e-03
-3.713532695620103130e-02,9.776793953002028692e-01,7.894392839566857778e-02,-3.283955731729823468e-02,4.488006351500989019e-03,4.617766132504926881e-03,3.304010826771672793e-01,8.086004782849369743e-01,-5.311942513533425281e-01,-4.562498077632876070e-02,1.132009911724901965e-02,-1.384392685777558439e-02,1.914254736712595883e-01,-9.189539631520718954e-01,-3.172155665600370766e-01,-2.413219542015255722e-02,1.200446181409943816e-02,1.206477608267717341e-02,-4.912416953740267322e-02,-8.982789047121012560e-01,-4.279093104084653598e-01,-1.531910333107775433e-02,-5.592646561269688441e-03,7.969172920767712137e-03,2.050089197834646382e-01,-9.606654850516760380e-01,-1.968427042322830889e-01,-3.296258881336122659e-02,1.311462882935530982e-02,-6.032628337229329479e-03
-1.778498469172294372e-01,9.238710145692551334e-01,4.158341691300673770e-01,-2.829309411951013223e-02,5.152521906672296453e-03,9.161047033361490941e-03,9.653089368665557224e-01,-4.407728040540538628e-02,3.083595069679055944e-01,-3.728670687288852814e-02,5.704312711148658635e-03,-6.983576594172292984e-03,-9.768627269847977024e-01,-2.762781091638520370e-01,2.543417440878378843e-01,-1.921535182643581072e-02,1.026132944467905185e-02,2.344492319467904318e-02,8.467819626266894772e-01,-5.815297719594598735e-01,3.243771114864876792e-02,-1.013266073690878913e-02,-8.087983002533785659e-03,1.630875870988175366e-02,8.414933488175675436e-01,-3.898265941722963701e-01,4.572390994510138196e-01,-2.949647645692568196e-02,1.477380701013513570e-02,4.315350506756763203e-03
5.076553582614103943e-01,-7.814120354259425083e-01,5.089663227310702309e-01,-2.661024063891984440e-02,8.489731956430972976e-03,-1.812159616856899146e-03,1.531093402004471971e-01,-9.447339574053384981e-01,1.608413662305142044e-01,-4.683530675807352078e-02,1.645284877853564823e-02,-1.858037935864424034e-02,3.877317432836854816e-01,-3.908093288905949425e-01,9.165017312778382941e-01,-2.346359966592427571e-02,5.236789219098020483e-03,1.309319646958519157e-02,4.259753662653121276e-01,6.314884856973880245e-01,6.407870354259461720e-01,-1.590353237228563088e-02,-9.948050789949891906e-03,1.128470711824888263e-02,1.380927886623051770e-01,5.968922910286771355e-01,7.502093410704283594e-01,-3.180094763537027330e-02,8.935329377784000798e-03,-1.848318529022795458e-03
