,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.140380859375,0.96044921875,0.180908203125,-0.00152587890625,0.05145263671875,0.0269775390625,0.452392578125,0.772216796875,-0.4560546875,0.05712890625,0.04681396484375,0.0115966796875,0.3251953125,0.989990234375,-0.298583984375,-0.01251220703125,-0.00787353515625,-0.0018310546875,0.0322265625,-0.999267578125,-0.332763671875,0.00079345703125,-0.0277099609375,-0.0126953125,0.284423828125,0.984619140625,-0.070556640625,-0.01416015625,-0.01031494140625,-0.01007080078125
1,-0.195556640625,-0.854736328125,0.50048828125,-0.00299072265625,0.02166748046875,-0.0035400390625,0.02685546875,-0.809326171875,0.65625,0.00030517578125,0.0035400390625,-0.01129150390625,0.230712890625,0.993896484375,0.125732421875,-0.02587890625,0.01141357421875,0.014404296875,0.327880859375,0.9658203125,0.10302734375,-0.00994873046875,-0.00494384765625,0.00628662109375,0.18896484375,0.984619140625,-0.140869140625,-0.0352783203125,0.01904296875,-0.0074462890625
2,-0.974365234375,-0.138916015625,-0.2314453125,-0.0166015625,0.0023193359375,0.03387451171875,-0.14013671875,-0.034912109375,-0.9501953125,0.02587890625,-0.0045166015625,-0.0030517578125,0.041259765625,0.13232421875,-0.97998046875,0.0062255859375,0.02288818359375,0.0069580078125,0.303466796875,-0.006103515625,0.95068359375,0.01239013671875,-0.01177978515625,-0.01025390625,0.028076171875,0.188720703125,0.93701171875,0.0018310546875,0.022216796875,-0.01123046875
3,-0.87548828125,-0.357666015625,0.1806640625,-0.01080322265625,0.00848388671875,0.03192138671875,-0.026123046875,0.55859375,0.872802734375,0.0089111328125,-0.02587890625,0.0186767578125,0.1640625,0.675048828125,0.7431640625,0.0069580078125,-0.00909423828125,0.041259765625,0.3310546875,0.4599609375,0.81103515625,0.0115966796875,-0.040771484375,0.02105712890625,0.106689453125,0.68212890625,0.656982421875,-0.008544921875,-0.009033203125,0.02386474609375
4,-0.8291015625,-0.522216796875,-0.1533203125,0.04425048828125,0.03094482421875,0.05029296875,-0.1708984375,0.694091796875,0.731689453125,0.02850341796875,-0.025390625,-0.01397705078125,-0.236083984375,-0.6328125,0.7724609375,0.009765625,0.02880859375,0.0103759765625,0.359130859375,-0.9189453125,0.2587890625,-0.0048828125,0.02984619140625,0.01202392578125,-0.0498046875,-0.877685546875,0.435546875,-0.00848388671875,0.0416259765625,0.00079345703125
5,-0.237060546875,-0.8017578125,0.47265625,-0.00213623046875,0.01336669921875,0.0145263671875,0.130615234375,-0.683837890625,0.7578125,0.00299072265625,0.012939453125,-0.02606201171875,0.261474609375,0.96142578125,0.080078125,-0.01336669921875,-0.00579833984375,0.0150146484375,0.357666015625,0.9228515625,0.08935546875,-0.0067138671875,-0.02044677734375,0.0081787109375,0.2421875,0.953857421875,-0.13916015625,-0.02960205078125,0.00689697265625,-0.004150390625
6,-0.130126953125,-0.5927734375,0.79052734375,0.00909423828125,0.02001953125,0.03564453125,0.279296875,0.792724609375,0.606201171875,0.03631591796875,0.0008544921875,-0.02325439453125,0.3330078125,0.936279296875,0.25439453125,0.0279541015625,-0.0072021484375,-0.00360107421875,0.4462890625,0.88232421875,0.183837890625,0.04296875,-0.0396728515625,-0.01300048828125,0.330322265625,0.951416015625,-0.0439453125,0.0245361328125,-0.01580810546875,-0.00439453125
7,-0.81884765625,-0.5654296875,0.03369140625,0.0107421875,-0.01959228515625,-0.03790283203125,-0.246337890625,0.8740234375,0.5234375,-0.03948974609375,0.01446533203125,-0.0294189453125,-0.022216796875,0.97412109375,0.307861328125,-0.0638427734375,0.01165771484375,-0.0107421875,-0.02587890625,-0.855712890625,0.51318359375,-0.087646484375,0.007568359375,-0.00018310546875,-0.080810546875,0.930419921875,0.31982421875,-0.06414794921875,0.02880859375,-0.04608154296875
8,-0.841796875,-0.3818359375,0.27490234375,-0.02569580078125,0.01763916015625,0.01611328125,0.104736328125,0.463623046875,0.927734375,0.02056884765625,0.00323486328125,0.00299072265625,0.2138671875,0.6337890625,0.7890625,-0.0028076171875,0.01361083984375,0.02252197265625,0.35791015625,0.487548828125,0.79541015625,0.007080078125,-0.009765625,0.00982666015625,0.168212890625,0.71044921875,0.639404296875,-0.01690673828125,0.01568603515625,0.0020751953125
9,-0.722412109375,-0.48876953125,0.50927734375,-0.036865234375,-0.00750732421875,-0.021240234375,-0.0556640625,-0.638916015625,0.890869140625,-0.1875,-0.04388427734375,0.0380859375,-0.06396484375,-0.71142578125,0.808349609375,-0.1778564453125,-0.002685546875,0.077392578125,0.3603515625,0.727294921875,0.710693359375,-0.0167236328125,0.06573486328125,0.00848388671875,-0.02099609375,0.98046875,0.368896484375,-0.03570556640625,0.07080078125,-0.079833984375
10,-0.885009765625,-0.498779296875,0.004638671875,0.0401611328125,-0.01165771484375,-0.0050048828125,-0.134033203125,0.95947265625,0.384765625,-0.027587890625,-0.01513671875,-0.03057861328125,0.074951171875,-0.98046875,0.150146484375,-0.048828125,-0.01861572265625,-0.0040283203125,0.00244140625,-0.811767578125,0.5947265625,-0.10400390625,0.0318603515625,0.000244140625,-0.028564453125,0.977783203125,0.16748046875,-0.056396484375,-0.01287841796875,-0.03033447265625
11,-0.718994140625,-0.166259765625,0.653076171875,-0.0316162109375,0.01727294921875,0.0015869140625,0.652099609375,-0.141357421875,0.835205078125,0.00830078125,0.002685546875,0.00079345703125,0.7333984375,0.73046875,0.23046875,-0.0101318359375,0.01806640625,0.0125732421875,0.8369140625,0.442626953125,-0.39111328125,-0.00604248046875,-0.00506591796875,-0.00494384765625,0.828369140625,0.55419921875,-0.334228515625,-0.0234375,0.0164794921875,-0.01654052734375
12,-0.8720703125,-0.343994140625,0.16796875,-0.0201416015625,-0.02471923828125,-0.01385498046875,-0.32421875,-0.8583984375,0.439208984375,-0.006103515625,0.00738525390625,0.03131103515625,0.358642578125,-0.902099609375,0.427978515625,-0.0126953125,0.0130615234375,0.02734375,0.50146484375,0.633056640625,0.5888671875,-0.01983642578125,0.01531982421875,0.003662109375,0.20849609375,0.86572265625,0.322998046875,-0.03204345703125,0.01409912109375,-0.0157470703125
