,desvio_padrao,max,min
0,671.5069846248808,7432,4472
1,426.69374309919294,15524,13068
2,473.36920051900296,-4828,-7436
3,432.02845681737216,579,-1642
4,429.38023370900527,911,-919
5,534.3619675837717,1722,-603
6,576.4524556283892,6548,2844
7,351.2811204719092,15860,14320
8,715.6014577961674,-1676,-5312
9,577.8886003374698,1586,-1436
10,347.3077913033337,563,-988
11,444.9198359255294,1166,-1109
12,742.8103391849093,5432,468
13,289.6620789816989,16072,14840
14,668.8896877662265,-2512,-5820
15,509.8320837295354,1141,-1412
16,354.4920388386741,585,-1007
17,569.4826701489695,1887,-1257
18,596.0959318767408,1716,-2000
19,515.060383256177,-724,-2876
20,15207.22350100767,16372,-16332
21,512.0594780882393,1203,-1588
22,567.3177468579667,1273,-1599
23,341.31468822774093,1122,-409
24,484.43025339051644,10316,7696
25,589.6683325395725,-8388,-11084
26,405.43113644612947,-10416,-12592
27,441.4183878136479,642,-1775
28,580.2849033879824,1742,-1362
29,475.0132541308716,1368,-622
