,desvio_padrao,max,min
0,710.6809027967474,-10336,-13640
1,445.95987442818216,-4036,-6112
2,420.1471056665748,10388,8268
3,441.58530591495,849,-1044
4,576.0091426357744,1545,-1123
5,513.1293696525273,1225,-1127
6,617.1281552481623,-5256,-8436
7,729.7356134929965,-9844,-13892
8,1139.303672248975,12560,5920
9,1134.3243996317808,2103,-4078
10,556.1773906767515,1629,-1304
11,481.9394198444448,948,-1671
12,775.213699569351,1788,-2384
13,4408.555053257246,16360,-16324
14,1256.197596558758,10132,3816
15,761.7298271697125,1454,-2100
16,425.20442330719,1012,-851
17,517.7102636610559,1547,-1009
18,589.4261670472393,7736,3884
19,802.9651559065312,8680,5072
20,244.3531870060221,14228,13056
21,611.6751048555107,1683,-1185
22,534.7140828517611,1024,-1389
23,398.51968219901005,910,-841
24,787.7871347007388,6668,2772
25,489.30143020432706,-11780,-14588
26,1135.9576576615873,11472,5176
27,704.6727822188111,1291,-1936
28,455.0789979772743,1567,-741
29,586.2653549375061,893,-1487
