,desvio_padrao,max,min
0,449.97501086171434,-12300,-14740
1,305.6708713633015,-7368,-9132
2,331.1608575903861,4508,2908
3,555.8404694694333,2360,-531
4,358.3690494448426,1285,-709
5,366.077805937481,556,-1529
6,356.50269900801595,1108,-860
7,13317.303955380758,16380,-16380
8,228.40971958303348,4028,2984
9,300.3655379699875,395,-951
10,160.18282648274126,374,-355
11,227.21692278525381,358,-541
12,355.8016885850881,4996,3116
13,290.78445900701087,16316,15112
14,245.21489024934843,-1472,-2560
15,373.2194024967083,687,-1209
16,456.09086200010637,646,-2085
17,226.38919497184492,848,-118
18,374.6155704185292,9152,7132
19,269.932883509957,14816,13648
20,266.2864743091545,-1060,-2464
21,264.5704715194044,176,-950
22,238.011785422487,360,-710
23,204.59873191200379,597,-194
24,372.9394138462708,8344,6276
25,236.94353757804834,14200,13140
26,256.22888205664873,-5620,-6828
27,245.59146972156833,-246,-1275
28,240.2001821398144,554,-585
29,250.30479400123366,401,-635
