,desvio_padrao,max,min
0,364.0233201321036,-12288,-14140
1,408.76520204146533,5004,2976
2,290.7317664102084,8656,7204
3,360.6135743423977,573,-951
4,368.48770997144527,872,-865
5,280.52666112154117,426,-826
6,372.1963761242175,-620,-2376
7,561.4646560559266,8364,5428
8,173.36977821985008,16136,15416
9,434.02689536479187,1016,-1161
10,250.65397583122436,678,-399
11,284.55103215416386,529,-645
12,359.2384723272272,2412,804
13,598.619578697523,12540,9812
14,230.40726030227432,12980,11788
15,493.31566719495135,964,-1455
16,212.95437516050237,683,-328
17,248.80442118258267,744,-367
18,365.8983815214273,4920,3220
19,548.4647299507964,10120,7656
20,214.64330970239905,13520,12468
21,440.1780652190656,756,-1228
22,231.11976029755655,548,-469
23,248.3734838906923,559,-511
24,352.13402902872076,1840,284
25,568.1673711152375,14504,12156
26,268.87528410026835,8948,7660
27,467.4151665275743,804,-1611
28,207.19663390122918,685,-219
29,298.7886000168012,529,-765
