,desvio_padrao,max,min
0,494.0683353545337,-6504,-8712
1,315.29769805693155,-4900,-6280
2,264.60398787622233,13584,12280
3,288.7272823963818,614,-708
4,379.1513970698249,1071,-674
5,340.1489689827091,929,-923
6,403.9591583316314,-772,-3152
7,315.5749952071615,-13540,-15072
8,564.1567668653811,9700,6928
9,400.79556821402105,928,-1216
10,261.56713937343125,900,-248
11,213.96564467222302,465,-506
12,359.41173269663864,1720,24
13,274.83517678783403,-14372,-15840
14,635.2674258924347,9284,6324
15,414.64808404236,716,-1396
16,252.57830845106238,854,-295
17,183.0257085766915,863,-60
18,252.68502132101145,636,-448
19,205.3709073846634,-14788,-15696
20,523.0152257821946,8068,5556
21,401.9046946727545,942,-1058
22,232.0122261864663,544,-496
23,166.45220905713447,795,-70
24,383.4921308188735,2724,1096
25,5525.1046721668545,16340,-16368
26,592.4540745070457,4612,1564
27,380.1253576124592,560,-1261
28,350.8322527932687,911,-673
29,215.82257041375445,547,-469
