,desvio_padrao,max,min
0,376.93733378374714,-944,-2612
1,312.35364572868366,-10076,-11904
2,231.434137499203,12304,11164
3,241.23076171997633,162,-810
4,295.3287488545604,586,-848
5,269.9803985477464,947,-342
6,299.7110608569527,3392,1984
7,315.7645097220396,13868,12520
8,232.8724938673522,10948,9872
9,309.7965285473677,616,-1040
10,188.609263823387,516,-279
11,240.62533864911234,481,-661
12,288.50927194806064,4196,2908
13,241.48307104225754,16072,15012
14,284.672724369582,5228,3972
15,310.5300016101504,366,-1290
16,208.99921052482472,612,-312
17,207.68897033785885,775,-216
18,289.4761503129403,5792,4408
19,263.674696548607,15500,14316
20,278.7856409501752,5104,3864
21,303.409811805749,672,-927
22,218.99992579907416,456,-575
23,217.5065249595975,623,-375
24,274.7361905537747,3908,2544
25,211.43220568305102,16264,15340
26,311.7245219741302,876,-612
27,288.71972152937525,163,-1376
28,220.03259394916927,677,-298
29,223.50122572370827,369,-607
