,desvio_padrao,max,min
0,7547.123574342745,16324,-16352
1,341.56622549660847,-1160,-3140
2,557.4407462681572,-2112,-5028
3,350.995604530883,821,-1092
4,362.1905425325184,1534,-281
5,326.9643460684972,845,-537
6,329.697373965884,-1080,-2696
7,284.2450182501006,384,-936
8,275.1765658627202,-14848,-16132
9,331.05475362845954,639,-777
10,341.36770131340785,1141,-230
11,212.93299979101408,242,-797
12,304.7460608441067,1756,200
13,304.19892438994583,3192,1636
14,3197.752065185792,16292,-16296
15,304.8328412425407,230,-1046
16,277.4998731531242,1059,-146
17,243.39458888808517,564,-695
18,326.29607168950105,6108,4436
19,247.08806203457098,820,-616
20,4448.4060433373215,16320,-16132
21,263.2900301948405,418,-712
22,274.0742328275316,885,-324
23,237.4458077119914,529,-682
24,325.0821533089751,1420,-80
25,304.1537611143416,4212,2684
26,274.7868148219634,16304,14788
27,284.55331943240446,60,-1165
28,315.03198869321193,1224,-238
29,261.08582037330183,162,-1134
