,desvio_padrao,max,min
0,509.0301366324002,-8304,-10540
1,343.26555084948444,-2312,-4240
2,233.36866627720184,13080,12004
3,356.9756959514191,784,-834
4,502.52794260617986,1192,-892
5,503.26452477797403,1408,-896
6,393.5433678770359,220,-1632
7,291.4358934654412,-13992,-15512
8,607.6859662687629,9152,6196
9,481.22875007630205,1107,-747
10,359.06106667250907,1046,-775
11,173.516799186707,438,-335
12,415.5125682816345,3116,1216
13,257.4946710128192,-14576,-15792
14,636.6357124761381,8664,5828
15,468.65855417350485,860,-1060
16,407.4159196693227,1129,-685
17,166.6496396635768,741,-16
18,352.1281039621802,1652,120
19,212.16001131221688,-14368,-15488
20,548.6142309492163,8324,5948
21,467.61006522529004,887,-1101
22,350.0896119567103,549,-1037
23,231.07483008757143,1016,-343
24,418.8155947430802,3616,1756
25,8230.081642365403,16380,-16320
26,599.7864206532189,4496,1736
27,517.3431336163649,600,-1666
28,396.7626020682897,1015,-709
29,217.3886977282858,584,-542
