,desvio_padrao,max,min
0,363.3948266004897,-6408,-8512
1,361.3337426811949,-4720,-6632
2,284.1460891865309,13836,12316
3,453.0655961337166,1429,-802
4,344.60522689013294,711,-986
5,385.1200502440765,1223,-754
6,368.22143555203303,-1792,-3624
7,272.38149716895236,-14068,-15440
8,488.1576450287346,8668,6120
9,367.7254980280807,449,-1594
10,281.16676101559375,887,-596
11,218.23204599691584,476,-661
12,384.06527778490994,1336,-448
13,251.7623355468407,-14904,-16128
14,523.4363670972814,8104,5076
15,358.0308393141574,174,-1895
16,304.90346734663416,1005,-527
17,187.4115991607777,734,-178
18,305.29847690416017,128,-1408
19,221.26066076010892,-15248,-16176
20,432.7978761500569,6568,3984
21,341.3840089986641,462,-1581
22,272.1126119826128,539,-725
23,192.19747422898146,610,-349
24,402.553201452926,2588,748
25,12746.10664320678,16372,-16384
26,503.78388223522984,3908,1044
27,344.1048588729895,-100,-1890
28,321.95514144054295,1055,-463
29,204.42097152689593,487,-623
