,desvio_padrao,max,min
0,394.451972234897,-11276,-13136
1,448.65358574294265,6896,4056
2,225.2737037472417,9184,8132
3,550.5207058776264,1309,-1192
4,377.40651438468836,879,-1016
5,379.4158357264494,769,-1523
6,391.7450987568319,204,-2484
7,542.8591036355566,9712,6320
8,164.1552241020675,15856,14928
9,524.5002454718206,1036,-1608
10,274.7937370101437,1185,-436
11,271.81678461787453,742,-547
12,351.74775280021333,2796,620
13,535.6719891874131,14320,11532
14,264.93040897564026,11696,10408
15,604.235293573621,939,-2250
16,250.17158491723237,941,-512
17,262.66267035877024,870,-283
18,318.7386415231137,5788,3928
19,494.5276793062245,12072,9792
20,219.93510315545356,11856,10840
21,481.1299928293808,596,-2061
22,251.9976466159952,843,-525
23,329.9083351478104,713,-959
24,377.15922367085227,3164,864
25,458.71069924299786,15624,13132
26,306.79448234934085,7376,5996
27,535.3779908625307,475,-2425
28,247.12011067495092,981,-217
29,306.37368212690853,468,-1052
