,desvio_padrao,max,min
0,433.83724874657776,-10364,-12656
1,334.08905160151534,-2704,-4504
2,315.74463352525885,10972,9660
3,290.57243692408264,344,-859
4,250.0053327431237,713,-592
5,270.5417415113609,571,-611
6,476.0383177854489,11300,8900
7,308.0230510854667,-1980,-3364
8,447.9799209786081,14772,12468
9,297.8490683215242,480,-712
10,277.9904645846688,804,-713
11,316.87601108319956,766,-759
12,369.95315595356124,12420,10676
13,377.1481533827257,12372,10416
14,325.83239617938546,6616,5056
15,280.16857496871415,120,-1099
16,283.69714485697597,967,-338
17,235.70406784779934,796,-259
18,293.84181867120276,14368,13064
19,317.53142584632474,8100,6664
20,285.93547803656685,-5032,-6544
21,241.15652074949165,178,-810
22,271.63839124836534,726,-745
23,234.6130590994457,597,-271
24,335.77145560633954,13816,12248
25,331.4591643023315,10472,8824
26,268.7646286251225,-3956,-5564
27,201.61030008409787,-265,-1112
28,271.011802510518,983,-461
29,270.64028598861626,464,-661
