,desvio_padrao,max,min
0,523.8375320650479,-13344,-16132
1,368.59302435070583,-5380,-7360
2,426.11662441167437,3292,1300
3,380.45837866973045,313,-1216
4,440.8487155476355,1253,-826
5,338.74306177396466,741,-859
6,661.8035225049803,-3552,-6436
7,393.9727076841745,-12360,-14600
8,724.0383901424012,9732,6224
9,477.179452617147,1204,-986
10,415.3649484489514,1176,-539
11,606.4046401537507,1893,-1032
12,565.6237109598571,5292,2488
13,319.5007004687157,-13644,-15548
14,787.9482175879326,10240,6084
15,497.3712834492961,761,-1621
16,361.32136333186827,1189,-484
17,499.85394616827824,1663,-721
18,453.7076486020486,7688,5384
19,463.62760918651077,11140,9144
20,212.5225672722782,11772,10580
21,365.8204667593108,517,-1050
22,282.8010274026599,801,-665
23,343.40490313913693,724,-747
24,433.35835332897415,3068,868
25,3182.314042076929,16312,-16240
26,285.697157143714,4324,2832
27,369.98501320999475,206,-1490
28,359.80892304110523,871,-735
29,344.4037072971196,507,-1174
