,desvio_padrao,max,min
0,393.1051747306311,-12860,-14828
1,259.06385004473316,-7288,-8460
2,532.8968380465398,-228,-2856
3,344.3588783522214,0,-1477
4,603.8328254575104,1544,-1468
5,330.8625652744656,586,-1034
6,530.3494319785777,-624,-3272
7,311.92235957045466,13120,11496
8,287.3664030467027,11892,10604
9,419.74369560482984,690,-972
10,352.2913139718321,1057,-594
11,527.1499531442643,1215,-1048
12,589.4534132567221,-2108,-4736
13,245.4222288220853,-6816,-7880
14,426.5092993124535,15456,13320
15,365.7725701853544,179,-1223
16,552.6179760919835,1436,-1015
17,272.0022610200143,1138,62
18,634.6124171492391,6048,3448
19,194.7959917452102,-14156,-15220
20,447.451483850484,7116,4812
21,366.68611577205917,964,-952
22,553.3504517030775,859,-1648
23,417.27482550472655,1419,-390
24,616.3612499176113,-388,-3172
25,196.13841643084612,-11908,-12924
26,522.7895561313367,10888,8348
27,310.2880274841425,-18,-1426
28,613.3540657727802,1307,-1478
29,317.00922052836256,1085,-483
