,desvio_padrao,max,min
0,1040.1012073832046,6216,-3616
1,671.170492795981,15548,9276
2,546.2931828240218,-3788,-8376
3,471.1635608788099,2194,-1296
4,542.8139146153127,1247,-2498
5,481.6971534065777,1093,-1045
6,595.0369924634939,9804,5852
7,493.9000449483681,15480,12792
8,636.3216796558169,-576,-5372
9,441.28266168069644,724,-1533
10,586.9946592602014,2281,-1118
11,368.7836887661926,652,-1506
12,694.2351002362241,8956,2904
13,452.3573879135832,14876,12528
14,596.3798038163264,-4236,-8288
15,449.17109034308965,338,-1919
16,446.73513081019274,1693,-758
17,354.0268084481739,1053,-767
18,579.1408036047884,5252,-108
19,2101.5501611905433,14644,-7136
20,3945.1289603256314,14516,-16244
21,1120.2996815138351,751,-10131
22,400.1138251797856,1269,-1143
23,605.4069919483918,1445,-4215
24,538.3045918436884,4552,1960
25,10363.926528415763,16320,-16376
26,725.2537773772709,884,-5160
27,573.8955245512898,262,-3255
28,584.9407624708675,4505,-915
29,368.160980414818,701,-1080
