,desvio_padrao,max,min
0,664.6875223742356,-924,-5124
1,542.2953453608098,-13188,-15668
2,670.380213311819,9148,5324
3,616.8785475277933,1419,-1963
4,559.4342616429566,2019,-1721
5,382.2347838698095,722,-1409
6,1085.2958240037597,3360,-1900
7,956.6367285443309,-10556,-14668
8,1308.8045745641327,14512,8276
9,1396.0865954159146,911,-5170
10,815.9998845588153,3009,-1505
11,1078.2995502178417,4146,-2105
12,603.9896369971921,5024,1464
13,13157.611579675091,16316,-16356
14,458.0294820205354,4504,1364
15,446.7421013291673,432,-2504
16,300.3299958379116,1372,-982
17,551.9015778198137,2205,-172
18,531.8195122407601,5888,3432
19,5422.551375284516,16296,-16372
20,370.47897862091986,3132,1304
21,361.4943500250038,533,-1235
22,279.990053394759,1116,-649
23,317.47236903390507,944,-552
24,507.6655576262782,3220,1040
25,10374.14796886954,16368,-16348
26,382.2522643490814,-1536,-3348
27,344.4920752354109,27,-1758
28,328.8566330485064,1325,-646
29,334.04853300082016,728,-745
