,desvio_padrao,max,min
0,847.831288877687,-1452,-8504
1,551.4715426928211,-2980,-6884
2,450.45791989929535,15604,12420
3,638.9737709796858,2685,-1127
4,669.2774387352378,2761,-822
5,611.7559071230943,1447,-2130
6,344.1595815897038,-1504,-3128
7,399.6195690904038,-13640,-15524
8,643.9724851264998,9412,6124
9,511.8990783347827,1099,-1172
10,399.0049769113162,1321,-844
11,188.68549785290867,416,-467
12,338.33870839736915,1852,356
13,357.6342265499766,-14544,-16112
14,704.2571984722628,8884,5804
15,488.84912232712463,541,-1394
16,416.4984220858466,1577,-779
17,225.00968401382195,827,-326
18,305.9955555232788,1172,-236
19,222.9528237094117,-15068,-16220
20,598.7490479324373,7140,4560
21,440.65829891198007,712,-1081
22,315.82373105895635,781,-735
23,237.3461387931137,771,-373
24,358.5547344548668,3188,1648
25,8790.988084714936,16364,-16380
26,712.1875921412842,4372,1248
27,491.2618141073047,306,-1623
28,351.9865535784002,996,-605
29,200.03371115889442,434,-568
