,desvio_padrao,max,min
0,516.2093900734468,-10892,-13356
1,311.7790397060071,-7216,-8716
2,303.28324978475155,7380,5900
3,278.052771250351,107,-926
4,324.83575834565994,935,-496
5,235.3661538964343,644,-365
6,340.69706426677647,1272,-500
7,4464.309766313266,16276,-16376
8,365.0616846506902,7508,5456
9,448.5094308930415,993,-932
10,217.4443144807424,738,-222
11,213.51213080291245,256,-597
12,357.69098395123126,4776,3132
13,12591.756181311644,16352,-16380
14,437.1232576745374,1284,-884
15,521.0830452048885,918,-1351
16,276.5231091608801,829,-489
17,207.49069858670774,601,-419
18,314.0371723220039,8056,6620
19,361.65302929741927,15424,13696
20,364.65606590320147,2624,756
21,572.5144805155587,918,-1967
22,285.14921286933264,520,-796
23,161.36071733851458,567,-225
24,362.0820150186971,7488,5764
25,318.86764401550687,15364,13828
26,396.9327580333979,-2352,-4496
27,459.9277077976495,381,-1899
28,247.26053385043073,890,-238
29,362.37228701985475,439,-1195
