,desvio_padrao,max,min
0,471.9408284944205,-12100,-14520
1,281.5054699290939,-8344,-9700
2,543.5519493111951,-696,-3480
3,454.21915976761693,689,-1447
4,599.140712938121,1626,-609
5,316.7793137185571,509,-1015
6,424.8831010995848,-1196,-3168
7,380.4879793107792,12580,10756
8,258.632325899142,12704,11488
9,423.63685911402933,808,-812
10,303.617205540134,1050,-296
11,340.255119579412,257,-1424
12,458.8733960473194,-2688,-5152
13,469.1626907587601,-7176,-9212
14,551.3134803358249,15516,12752
15,420.2147612828469,66,-1824
16,298.97532741013936,1400,50
17,364.92976913373343,1036,-954
18,495.01333476988276,6020,3804
19,461.95581433725886,-12860,-15604
20,786.4132847301092,9236,4000
21,917.8628915039544,444,-4977
22,361.5450869532042,829,-1231
23,299.97845439297805,1034,-290
24,475.40432644224006,-648,-3044
25,418.90565238487767,-11796,-13764
26,652.3516340134361,10996,7800
27,478.46571455016505,-252,-2417
28,400.91389836222936,1604,-150
29,321.66838141166437,796,-1092
