,desvio_padrao,max,min
0,760.5316656129447,5552,792
1,369.6278863938705,15580,13696
2,568.5712887580589,-4004,-8424
3,1114.202104647088,3145,-2038
4,880.7088556384568,996,-3086
5,687.8833595894001,1117,-1734
6,580.7214423456395,7620,3600
7,369.8619742552619,15688,13944
8,731.2217108374176,-1348,-4764
9,1000.8701523674287,1148,-3121
10,475.72541702120566,1471,-950
11,528.4164800609459,1542,-866
12,634.0035533023455,6072,3192
13,333.9561264597492,15484,13792
14,731.9484692244394,-3512,-7152
15,883.278464075741,430,-3059
16,759.1566723015743,3653,-1170
17,736.6411155372743,2334,-467
18,1286.7367786769755,5280,-8060
19,1660.1584015990763,12360,-9100
20,15097.909470969815,16380,-16368
21,1013.2523849466135,982,-8059
22,631.149339221709,1427,-2208
23,478.8615561934368,1802,-2325
24,615.970825283146,4140,1204
25,3155.96660945581,16048,-16080
26,862.4644688333543,-1100,-7800
27,1120.5887024238643,395,-4405
28,696.9171956552658,3073,-1597
29,668.3517740681175,1799,-623
