,desvio_padrao,max,min
0,782.8753760337594,-10484,-13868
1,389.63778050902613,-5252,-7180
2,386.41030214009567,9316,7388
3,278.8656800325203,424,-973
4,539.6887254705252,1293,-1579
5,576.0048488511186,1256,-1530
6,629.3156804021334,-5880,-8808
7,637.935399864281,-10280,-13192
8,1017.154628166239,11524,6372
9,681.225746650844,1297,-2561
10,446.1779173155032,1459,-813
11,486.4120372688159,898,-1485
12,857.9917165101303,2892,-2400
13,8602.295349405296,16372,-16380
14,1318.3354741491255,9020,2708
15,939.5840528659477,1096,-4481
16,402.4726747246327,1279,-906
17,582.1684227094423,1826,-1074
18,433.2446422057634,6128,4388
19,784.5081659230833,9572,5868
20,186.3339410842802,13704,12844
21,867.2280020271486,995,-2335
22,566.586157967171,1601,-1974
23,525.8530026537835,1672,-1079
24,753.5312611962427,7896,3460
25,530.4451805794827,-11212,-13748
26,1256.3086881813722,11636,5080
27,1142.7068010211542,1367,-4277
28,613.3813719864665,1462,-1447
29,574.2642513686535,733,-2464
