,desvio_padrao,max,min
0,6891.432095464628,16372,-16220
1,367.53915492094177,-2476,-4396
2,446.98531340526165,-2484,-4668
3,332.1614071501986,532,-1026
4,333.4496507720469,1032,-512
5,497.7332795785309,1746,-860
6,299.1616980831604,-1848,-3536
7,423.45355542255163,1104,-996
8,5444.516121162651,16240,-16340
9,474.7683607823925,1003,-1148
10,294.7196973396926,815,-401
11,267.3103469751966,368,-793
12,315.70763943876943,1920,508
13,476.1875664063479,3696,1436
14,6271.736784782985,16336,-16384
15,462.5222433570087,705,-1312
16,227.9550692570797,644,-550
17,331.15833841230693,857,-669
18,346.40724934677684,5568,3896
19,323.23137471476986,-568,-1980
20,6966.812694597151,16364,-16352
21,366.0945511749663,804,-953
22,293.61078931129214,604,-976
23,401.3135801340393,914,-870
24,289.0719246139272,1772,416
25,432.583818467589,2896,992
26,360.0601616396904,16332,14616
27,437.3599729056146,494,-1432
28,241.2167612335428,972,-562
29,356.0328258742444,521,-1130
