,desvio_padrao,max,min
0,404.93052441128714,-10232,-12532
1,249.12936077467867,-2760,-3888
2,351.9132143014809,11524,9864
3,243.3300102741131,218,-1002
4,365.45875540202894,966,-1158
5,273.46681041764464,591,-621
6,452.8723811406476,11688,9508
7,304.5819981548483,-1968,-3900
8,431.25454942527847,14956,12536
9,304.79789681032906,512,-913
10,277.7441945387878,778,-475
11,314.1374151545785,839,-775
12,468.4122543230483,12772,9248
13,406.3925274903563,11576,8620
14,349.818924588136,8272,6352
15,301.44846640843934,220,-1067
16,393.8422278019461,1557,-1189
17,283.75656820591837,1375,-580
18,322.7047567049485,14916,13196
19,243.66934645129245,7508,6500
20,318.3749010207934,-5564,-6840
21,503.5230937107055,1791,-843
22,307.1772738989653,501,-1012
23,272.32235659232975,867,-312
24,325.04321928014434,14500,12892
25,272.58459530941946,10380,9144
26,312.6811641272944,-3096,-4304
27,400.97429780473465,922,-1166
28,306.07856115709905,663,-756
29,285.7320115072863,635,-573
