,desvio_padrao,max,min
0,522.5893607795704,3344,896
1,383.669616206444,14828,13228
2,351.25795421598644,-7464,-9424
3,445.40989391795057,654,-1903
4,411.19031797939994,1577,-312
5,405.9797594708387,1471,-388
6,601.7458918846061,7632,4676
7,313.2446226194474,15820,14428
8,489.7638467669903,-1100,-3824
9,589.0665666968378,1450,-1057
10,609.826058724945,877,-2101
11,386.87152182604495,915,-1118
12,592.6978373505339,6104,3720
13,281.99237152802556,15904,14632
14,536.4804950788052,-2452,-5364
15,533.7342762086766,1203,-1226
16,494.71901307712034,971,-1394
17,345.05418067312263,996,-630
18,415.0807131149314,3796,1888
19,453.2475862042731,-1500,-3512
20,15530.722295321617,16376,-16384
21,369.3326212237419,1164,-492
22,396.0610027508389,514,-1073
23,303.5056340498475,940,-290
24,529.4827347515686,3588,1208
25,5498.655148306721,16380,-16360
26,512.681477722767,-292,-2868
27,514.4267493045049,1169,-1308
28,420.9660551635963,874,-1010
29,389.3123397736064,696,-1205
