,desvio_padrao,max,min
0,410.5471549042814,3232,1500
1,330.3548249988185,14972,13572
2,385.03281730262944,-7136,-8860
3,478.2513752201869,1039,-1184
4,274.3752210021889,961,-273
5,288.81127124819767,1009,-232
6,495.48794697752226,7828,5184
7,274.12354586937624,15412,13860
8,384.40206242943077,-2036,-3784
9,273.602539461899,666,-585
10,311.090587932197,830,-593
11,501.2774979988629,877,-1787
12,488.63041902853325,6104,3464
13,246.03113624092376,15664,14484
14,409.0589473413337,-3296,-5008
15,333.06262038841885,471,-1019
16,347.68740831384736,1109,-589
17,446.9395372978318,1144,-1266
18,410.53230615872366,4124,2264
19,414.99841734637977,876,-1004
20,15361.56201906564,16372,-16368
21,364.8536982134072,981,-563
22,365.5714008234233,256,-1395
23,314.3359685114002,732,-767
24,480.0371235644177,3868,1244
25,191.09809418201954,16244,15408
26,444.2921039136303,-1732,-3788
27,383.1172430209844,288,-1346
28,353.65308198854996,1006,-421
29,445.44202136754,668,-1626
