,desvio_padrao,max,min
0,546.1245733346926,-11472,-13908
1,234.98350239963656,-8120,-9484
2,418.72850392587316,5504,3060
3,352.9588104864362,475,-1295
4,481.7091030902364,1179,-1309
5,286.2731595871328,781,-529
6,433.8057519212948,-2256,-4620
7,399.4722999157764,-12516,-14528
8,677.5620249098972,11024,7628
9,528.960903942815,1323,-1323
10,276.1236554516834,890,-295
11,379.50818423322573,1085,-1142
12,420.19775154086676,2636,636
13,367.50650388802643,-13536,-15436
14,757.5909978345836,10932,6824
15,589.9913324787069,1332,-1790
16,268.2755111820682,935,-237
17,308.20584030806424,1219,-654
18,337.0791337356853,6112,4432
19,539.3027721048725,11312,8560
20,374.6581908887086,12464,9312
21,654.0405033329357,294,-2964
22,213.7012613439612,289,-742
23,315.06851239055925,644,-746
24,319.8081299779604,1236,-396
25,477.8391679215926,15784,13700
26,326.23400435883445,6376,4460
27,551.6138920476894,190,-2473
28,229.37930922382688,686,-863
29,271.2719261184246,411,-930
