,desvio_padrao,max,min
0,340.17532185624515,-3072,-5032
1,257.1984447853447,-12948,-14120
2,304.58294371156114,8940,7160
3,371.96358356699386,500,-1742
4,273.2500986276126,547,-742
5,335.20377742501654,1083,-556
6,411.1077250551247,3376,724
7,409.0013809267641,-9692,-11916
8,623.1128706743265,15200,11720
9,649.2145773933299,2106,-1548
10,291.5160654235028,673,-1021
11,260.0756805239582,621,-879
12,270.9234548724049,5520,3948
13,8671.676394700162,16360,-16328
14,273.2736621044919,2380,940
15,553.9592745861378,1952,-1209
16,179.63296440241697,946,-216
17,272.6307862292885,901,-683
18,216.95304929869044,6716,5648
19,292.6926032546774,15760,14376
20,212.90540246785662,896,-100
21,306.1835338485726,609,-916
22,162.60172200810175,337,-530
23,191.81808334982392,670,-331
24,270.4115352569117,5920,4040
25,287.35253887863945,16108,14332
26,246.48331059120412,-2536,-4360
27,368.346282185663,790,-1255
28,449.9514924966912,2495,-296
29,236.97082921743763,556,-671
