,desvio_padrao,max,min
0,685.4119181922649,-11124,-14640
1,226.14219951172313,-8816,-9908
2,603.591247120102,-3292,-5992
3,345.64815564385697,819,-1024
4,827.9030158176741,2766,-1052
5,411.2673782346467,910,-959
6,519.4758034788531,-4356,-6776
7,514.6233092272444,10432,8208
8,228.51849465634066,13524,12424
9,402.18832640940735,730,-1132
10,360.5850795582091,960,-613
11,655.7380175039418,1083,-2325
12,588.0512345025729,-3936,-6444
13,350.03834075712336,-8744,-10508
14,555.0260404701746,13868,11624
15,379.7880329868228,316,-1329
16,599.0143246200378,1875,-722
17,417.90611194381927,1495,-752
18,565.5008045971288,2040,-500
19,15897.891032913767,16376,-16384
20,650.3767523520502,3796,464
21,443.6565422711582,1442,-978
22,641.9960345671926,1953,-1501
23,414.74676611156355,1056,-715
24,642.6159275959475,-772,-3668
25,275.74502715370954,-13660,-14852
26,646.3336735773559,8220,5520
27,380.9144260854398,397,-1458
28,622.2724342279674,2133,-766
29,441.54522429757975,1179,-1056
