,desvio_padrao,max,min
0,338.5048986351601,-13712,-15320
1,234.6669606058765,-4704,-5764
2,175.0074329850021,4900,3992
3,265.2126639133207,466,-883
4,440.19502257522174,1058,-695
5,451.1392223028275,945,-1037
6,309.3304149287619,1372,-12
7,342.95953114033733,9688,8020
8,122.52310149518745,15140,14464
9,311.4958829583466,554,-840
10,335.89833640552615,394,-696
11,180.75943018277084,533,-456
12,253.15952599102408,4012,2836
13,350.47550556351297,11664,10088
14,109.80397807001346,13136,12540
15,348.0881353910242,400,-1003
16,193.8272104220664,506,-222
17,212.39912335035663,898,-234
18,301.63925473982994,7152,5864
19,292.2686873409466,7396,6116
20,148.64790075880654,13944,13288
21,324.2852896756188,346,-953
22,256.27632957415324,364,-645
23,250.39444882025643,696,-324
24,260.03660973024546,3176,2060
25,326.2904007169074,12088,10576
26,126.33600278622085,11228,10600
27,324.2202732711204,160,-1141
28,239.99864562117847,872,-161
29,232.0208772934022,655,-566
