,desvio_padrao,max,min
0,815.194166809356,-11012,-15596
1,319.3114993231531,-7220,-9068
2,533.6452439589432,4900,1028
3,394.4870617650217,808,-983
4,362.5149391404442,858,-956
5,661.3246189278001,1186,-1679
6,484.27376555002434,-1152,-3420
7,614.722680889521,-12064,-15336
8,1033.907341302885,12208,6076
9,932.2216622134459,1768,-3290
10,395.91871185888647,1155,-542
11,287.0456542085248,623,-1008
12,607.6192110195332,4328,1408
13,544.2520004556712,-12608,-15752
14,1184.0362663364665,12860,5640
15,1021.4519520760632,1745,-4195
16,359.30352224825185,1221,-700
17,360.44899930503345,1363,-444
18,383.4866965098007,6508,4576
19,727.0336443384172,10752,6856
20,257.115927161271,13648,12320
21,726.2921491383479,1456,-2250
22,255.58583763581265,653,-622
23,342.12189216710465,723,-938
24,347.01747275893763,820,-980
25,3122.9996029458603,16048,-16184
26,300.09710161879275,6996,5484
27,571.4279106764037,848,-2242
28,222.67396435147063,675,-599
29,497.19033940735414,848,-1400
