,desvio_padrao,max,min
0,510.7807106772925,6408,4180
1,385.9767018875621,15620,13884
2,510.6767447221383,-4112,-6976
3,457.6795493574079,500,-1635
4,295.8398478907127,665,-738
5,301.2448962223261,912,-409
6,425.65239527107093,6352,4068
7,333.90082359886446,16076,14632
8,544.5539885080267,-412,-2828
9,417.30192906335816,390,-1290
10,316.3059854002134,721,-855
11,320.9494352697945,827,-658
12,497.71929598921514,5112,2488
13,315.29414837576667,16116,14796
14,505.12024073481746,-1908,-4056
15,374.6016085122967,349,-1308
16,327.2427922812052,599,-1000
17,340.21682556863647,1364,-184
18,430.1268482668804,1756,-592
19,452.7538068310414,-1304,-3892
20,15952.84581228064,16380,-16384
21,325.43384750206917,878,-655
22,330.5910894140978,851,-649
23,311.33345644180287,1033,-351
24,394.26958492889105,10140,8392
25,424.3326996591236,-9544,-11552
26,381.1462627391223,-9800,-12068
27,318.1929683383969,166,-1283
28,428.97309752477486,1409,-407
29,248.64761631674654,625,-439
