,desvio_padrao,max,min
0,557.7984998187069,-11624,-14572
1,313.99741145429846,-8884,-10372
2,723.2052422376375,-632,-5064
3,558.0280289555355,815,-2165
4,399.1540648671888,1155,-622
5,421.96923809680726,1812,-451
6,705.1057407226238,1788,-1164
7,417.5703801756058,-12228,-14460
8,625.1241156762391,12596,8252
9,568.4214896535844,719,-1897
10,487.47833551861567,1721,-204
11,672.9334591176159,1875,-1092
12,368.29071994824955,5704,4064
13,4463.405771202076,16364,-16312
14,347.72518804366183,1132,-912
15,452.62678930880793,550,-1677
16,282.1910282060718,440,-935
17,347.6636161579178,846,-561
18,309.8167200136235,8456,7012
19,359.4526861771936,15256,13484
20,331.7478657052672,1300,-404
21,424.83413987107957,612,-1391
22,309.00019999993526,434,-1044
23,328.13966828166326,746,-583
24,341.7788267286316,6376,4856
25,294.65625803637704,15272,13900
26,331.61598031458016,-4016,-5652
27,414.47034284735014,315,-1712
28,314.4061594498428,556,-987
29,328.16613764981906,506,-837
