,desvio_padrao,max,min
0,385.7203525872079,-14692,-16328
1,321.51464290137704,-2728,-4260
2,442.2947361206099,-2140,-4604
3,418.8044870819796,1124,-1136
4,206.60094965899842,645,-310
5,270.66465062878086,831,-591
6,309.1998732211901,-868,-2212
7,308.3115307606902,428,-1000
8,277.21396501619466,-14912,-16160
9,346.74411314397247,619,-857
10,293.1061369197172,841,-633
11,138.97630589420632,272,-403
12,326.1409045182772,3052,1592
13,346.5379494369989,2912,1312
14,233.7446778003726,-15168,-16260
15,360.9136144564236,614,-1160
16,194.18490646803627,731,-190
17,147.7643999750955,690,-48
18,329.7695559022997,6560,5112
19,251.56054062590977,332,-952
20,271.3389938803488,16128,14644
21,258.2655414491062,366,-888
22,199.76463425741807,509,-555
23,182.33186090203765,595,-225
24,295.02325332081875,2336,960
25,331.89799637840537,4476,3008
26,256.96249064795427,15860,14688
27,316.9810358680784,217,-1317
28,191.04103512073002,846,-96
29,164.16516804730534,326,-483
