,desvio_padrao,max,min
0,8015.9025034989045,16348,-16384
1,260.0452760578434,-4828,-5972
2,418.31062907843983,1012,-1228
3,314.02112333408405,357,-1056
4,527.9244108771634,1067,-1656
5,453.23065871584635,824,-1324
6,600.046796841713,-4412,-7444
7,498.6507796043239,-11968,-14324
8,848.0020179221273,10380,5648
9,750.16618265555,1117,-1997
10,285.6536637258483,1066,-340
11,589.4671270732575,1712,-962
12,661.8204360700869,6064,2316
13,384.01974115922735,-13292,-15324
14,918.5008516054844,10988,6088
15,556.1397862947767,954,-1953
16,325.89617303675107,921,-498
17,484.90932513202915,779,-1629
18,373.2139740149074,7992,6276
19,596.5743956959601,12112,8944
20,249.51698619532897,11024,9716
21,537.2132793407103,1119,-1798
22,299.98185595132253,469,-1158
23,435.08050335541355,1254,-702
24,306.1397615469118,2688,1240
25,4442.848761054105,16172,-16344
26,320.70727837079096,5276,3636
27,449.2775262574347,204,-1967
28,299.33615401417853,1119,-472
29,387.08431846304495,998,-1191
