,desvio_padrao,max,min
0,487.8944410423222,-1072,-3532
1,371.8476591293806,-14244,-16036
2,454.53000077002616,6236,3792
3,461.83582916443373,942,-1130
4,491.2758161155503,1207,-1363
5,269.2952142166659,598,-606
6,467.83375508827925,2744,516
7,474.13849622235904,-10424,-12988
8,626.6047826181987,13728,10436
9,546.5150628299278,1192,-1632
10,270.90177758737576,717,-702
11,298.0487349411166,675,-992
12,337.76491469659777,3060,1612
13,12834.855144893532,16364,-16372
14,241.26518522157315,3236,2108
15,326.5018260285844,141,-1334
16,230.49506263692504,747,-774
17,278.6337804358976,1583,-168
18,261.2487519587414,6004,4804
19,312.792007570526,16212,14432
20,261.9011447092204,1580,244
21,306.68309686058666,443,-1051
22,253.0794489878623,540,-974
23,256.42881195372723,1110,-329
24,290.4605336358108,3136,1804
25,7012.374230287486,16368,-16368
26,236.77676913075743,-1752,-2812
27,280.3336162503527,-39,-1311
28,269.79262017334725,813,-540
29,277.731891578911,868,-586
