,desvio_padrao,max,min
0,348.3327696327177,-13704,-15404
1,213.04773549606202,-6196,-7364
2,245.28961168382162,2308,1136
3,223.87614968995692,308,-669
4,265.8210937830179,641,-580
5,272.03224422851054,584,-751
6,331.87319023988664,-2124,-3656
7,312.15732187472395,-11456,-13116
8,524.8416203008294,12280,9956
9,560.2930571584837,843,-2228
10,259.7184388910421,823,-367
11,261.47526536940353,503,-872
12,342.42468135343285,3348,1952
13,370.21874614881403,9200,7408
14,217.04023221513566,15312,14332
15,286.32580655609786,92,-1024
16,235.44863049081428,818,-119
17,198.28501809264358,535,-253
18,340.0167784095367,8304,6640
19,335.1559183424933,6068,4356
20,221.5266882341719,14328,13304
21,307.1568867858899,239,-984
22,230.83045964516901,515,-470
23,192.44062227087088,694,-257
24,343.06976316778486,2944,1536
25,357.4124877504982,9944,8176
26,238.9392391383215,13332,12240
27,294.85495688558467,-32,-1220
28,243.90891968109736,1122,95
29,202.05543694738827,236,-629
