,desvio_padrao,max,min
0,616.0511394356803,-11480,-15860
1,299.4237131557886,-7520,-8904
2,744.9662156098086,936,-2488
3,583.0560226942176,606,-2214
4,380.3352125428304,898,-786
5,267.0341993078789,1054,-606
6,586.6406313919962,1556,-1752
7,542.0359604306711,-11016,-13780
8,887.7940040347197,14508,9420
9,1065.1176822774091,1387,-5104
10,303.07034430969986,598,-732
11,471.1264309078827,882,-1421
12,480.4771811439125,3792,1512
13,7587.523910842061,16380,-16380
14,320.03894513012006,-1356,-2900
15,522.0529355343191,417,-2407
16,326.6184592150297,1138,-560
17,279.23350425763743,1177,-202
18,382.2767562905179,5876,4176
19,342.8770765157683,16120,14560
20,279.46216631236507,-2148,-3428
21,396.07510449408454,479,-1362
22,374.1701285511712,885,-885
23,262.0150489952819,1007,-306
24,399.84260103195606,5416,3492
25,327.7761772917611,15628,13860
26,268.20487393035944,-5616,-6996
27,388.0868387358685,89,-1959
28,351.9163791300428,1122,-722
29,349.6780054564485,913,-662
