,desvio_padrao,max,min
0,504.12700621966286,-10456,-13304
1,311.1343761142443,-10264,-11604
2,621.6879783299657,352,-3440
3,464.46330490147443,813,-959
4,401.1363702034509,1380,-767
5,377.67804225292207,1439,-573
6,569.611756901137,2464,-336
7,387.0909019855672,-11968,-14056
8,622.7425586869747,12324,9168
9,531.8772982559041,1427,-1042
10,489.171288916265,2096,-506
11,464.06836953190424,1445,-779
12,367.90977154731837,7000,5304
13,379.7843935708786,16244,14340
14,385.2328874849602,1640,0
15,424.78559015107845,550,-1342
16,295.77028569482775,770,-662
17,404.09263925491143,880,-1096
18,334.64083193776577,9940,8348
19,411.09161995837377,15820,12848
20,339.1814994954766,1328,-256
21,428.9599123461305,634,-1366
22,305.3150390989609,545,-1003
23,344.7519297988048,687,-916
24,358.37522235779636,8492,6688
25,304.3299157164803,14728,13260
26,372.1835482661747,-3480,-5200
27,370.6947233236535,213,-1351
28,342.196821142453,776,-883
29,367.05206224730574,585,-1109
