,desvio_padrao,max,min
0,724.7398153820445,-9380,-12556
1,378.76956794336047,-6784,-8568
2,482.80357745153464,9684,7508
3,336.9217682192707,323,-1086
4,567.9536843792811,1556,-882
5,434.1725758267097,1194,-1013
6,683.4743196346151,2804,-464
7,508.1409820118822,-10024,-12396
8,952.6212048868113,14816,10644
9,939.4492288569936,2751,-2213
10,506.24721233800386,1546,-1407
11,554.9327940390621,2116,-736
12,640.3617927390734,912,-2352
13,781.0297858596687,-10748,-14152
14,1035.033076959379,13664,9432
15,1011.1988121037326,3162,-2651
16,419.522475560011,1528,-883
17,473.3240846396895,2361,-284
18,447.97430462025386,6632,4556
19,729.1240234692586,11020,7320
20,234.2550370856516,13024,11840
21,589.2865666210286,1205,-1165
22,298.30306468422344,778,-661
23,401.86732773391765,1036,-1082
24,407.40210897834095,636,-1316
25,650.2979058862176,15692,12980
26,471.4332376911921,7668,5444
27,635.8317730343459,1063,-1443
28,346.4124801446969,1011,-473
29,341.1347012545044,859,-932
