,desvio_padrao,max,min
0,534.8868126996589,-12484,-14752
1,455.89845185084806,-7112,-9988
2,370.7705511498992,2160,376
3,426.4571362985969,867,-1234
4,386.7187344828279,1200,-501
5,386.2611634632713,949,-981
6,485.4027671944197,-1428,-4036
7,533.5284434779461,15100,12436
8,257.40102874697294,9664,8364
9,403.8029885971623,1070,-805
10,299.9012610843776,1206,-201
11,315.99873670633554,671,-883
12,496.2750850083047,2056,-364
13,5420.292936733217,16356,-16348
14,292.9754228600072,6460,4960
15,455.88442658200114,911,-1341
16,294.55554926023717,1162,-312
17,274.74200916496187,951,-719
18,432.62843179800376,2256,-424
19,270.3881180821376,-13632,-15336
20,806.2755856405427,11008,6336
21,749.7654769326206,1256,-3138
22,334.69875694421097,856,-952
23,252.21468533770985,542,-799
24,516.9317154131676,1216,-1476
25,568.914659329499,16208,13064
26,335.94848176468963,6844,4992
27,449.9688499218585,788,-1357
28,304.13429582998367,1216,-170
29,317.06620759708846,569,-1243
