,desvio_padrao,max,min
0,391.04319147633805,-13600,-15860
1,301.26851544759865,-5832,-7220
2,327.7967663049775,2152,752
3,183.2639855508987,240,-845
4,256.15611724102945,620,-498
5,250.3975996290699,472,-724
6,385.19828660055066,-2044,-3672
7,440.04104535827105,-11736,-14072
8,726.8662600506368,12276,7900
9,693.5751045128421,842,-3788
10,185.95984808554775,487,-314
11,305.0234259856118,583,-1153
12,353.2515840021103,2820,1132
13,397.76723042503136,10972,8480
14,239.78164733773937,14544,13520
15,232.86899729246915,306,-936
16,226.16957775085487,982,-76
17,151.67844276626786,642,-71
18,356.9882261363811,8096,6500
19,364.16326009085543,8260,6076
20,255.37514679388832,13724,12444
21,196.56267092202427,376,-739
22,217.10002740672326,505,-463
23,190.13657617617923,630,-219
24,367.08933190709865,2860,1248
25,384.61449998667496,12056,9332
26,273.4934617134384,12572,11144
27,215.35317132561576,61,-1076
28,209.23562292305772,1028,26
29,175.80833285143228,256,-610
