,desvio_padrao,max,min
0,548.2116379647554,-10988,-13472
1,201.43563140616408,-10044,-11044
2,453.0056970944184,-1576,-3792
3,221.95298128207244,-62,-1236
4,539.1480593491922,2329,-698
5,413.6313308974551,1167,-752
6,299.70379777373523,-3404,-5020
7,367.4127031010224,10612,9024
8,217.27143944844659,13292,12356
9,322.43006357968545,638,-911
10,221.82170227459713,769,-277
11,294.73813648728935,539,-610
12,341.1876105605243,-4260,-6076
13,346.42345417133635,-6348,-7964
14,486.8783355213087,15104,12976
15,451.2126633861244,576,-1602
16,256.6316667911425,748,-400
17,338.84805606643226,941,-714
18,335.4805508520576,1516,-276
19,222.38737733963228,-14560,-15548
20,531.8101480791806,8052,4976
21,476.0107389544904,754,-1447
22,266.1996814423338,453,-620
23,257.7094742146668,535,-556
24,361.4307812016016,-2088,-3764
25,311.8779248359845,-11728,-13156
26,593.4410622799875,11044,8188
27,451.0251233578902,283,-1739
28,264.4392200487666,761,-331
29,276.3912690372111,702,-735
