,desvio_padrao,max,min
0,326.71048712889524,-6000,-7844
1,404.2670721194097,-4136,-6556
2,345.95863567773534,14184,12572
3,345.7762483167402,418,-1140
4,374.10878952518607,1085,-583
5,273.92753348285385,692,-660
6,444.4355683335887,-1008,-3156
7,286.79011419503286,-13848,-15516
8,337.32803026134667,8428,6916
9,311.113640170276,786,-719
10,269.39747938687174,773,-360
11,264.8955333711764,616,-685
12,474.2692079399631,2684,424
13,257.2468728672906,-14820,-16276
14,372.98502704532257,7984,6112
15,327.56737490171395,584,-1034
16,296.3166893713548,885,-385
17,239.343701609213,875,-258
18,435.45631422681197,1692,-368
19,4480.082224959716,16348,-16340
20,336.2273968611125,6272,4540
21,306.8067357474409,509,-852
22,257.64350253790604,503,-713
23,255.406962317005,752,-495
24,496.3075756020655,3584,1060
25,10504.819335904831,16360,-16380
26,393.9733412300888,3428,1504
27,342.4067772401708,471,-1036
28,295.9403350339389,1045,-313
29,270.32701881240064,531,-700
