,desvio_padrao,max,min
0,424.5968987168889,-9988,-12464
1,183.82071265230152,-11328,-12500
2,308.07272907545706,-284,-1960
3,146.9710104068146,-101,-790
4,312.5519276856248,1248,-624
5,290.03855795393827,842,-536
6,251.9445621560426,-3160,-4344
7,275.0338190114081,9232,7800
8,197.43482570205288,14736,13728
9,271.70023481771227,505,-727
10,165.99186245114547,668,-159
11,168.8156758124079,337,-642
12,282.1625375559272,-3180,-4616
13,235.8890451038369,-7892,-9012
14,334.2865836374532,14724,13180
15,233.45162753769785,11,-972
16,204.68246138836614,803,-133
17,130.7746397433386,643,44
18,326.36855485784776,5032,3560
19,174.38199907100503,-14304,-15136
20,323.12839553341644,7792,5924
21,230.68339775545184,280,-734
22,234.09045260326192,579,-481
23,188.96077344253226,932,-99
24,350.83885531679636,112,-1584
25,194.46222872321502,-12284,-13256
26,354.28975937782906,10468,8920
27,220.49097577905542,-217,-1174
28,242.53673041417872,885,-164
29,163.2269153663084,451,-226
