,desvio_padrao,max,min
0,395.8649143331599,5580,3520
1,349.4060239892838,14932,13196
2,340.5125642322174,-5992,-7396
3,707.0934093880384,653,-2971
4,386.84112035821636,1698,-216
5,288.6277136728211,1031,-290
6,454.63757697753056,6132,3768
7,278.3008185399389,15828,14360
8,361.26873985995525,-2768,-4416
9,285.34153062602013,681,-668
10,236.93506789835902,646,-476
11,696.4773198748111,2606,-912
12,455.4276039064826,4348,1744
13,268.3901011587424,15796,14536
14,438.41492492842895,-3452,-5452
15,409.2457594160262,1314,-883
16,245.46402669230375,659,-389
17,605.8809104106185,2414,-539
18,288.69610042395794,1336,-364
19,449.5695648061599,-3208,-5384
20,12427.66914390627,16380,-16376
21,492.5658107298963,1693,-814
22,563.7456109806976,1739,-929
23,277.00631328545563,699,-593
24,307.92545591425204,9152,7640
25,378.5438436958129,-10056,-11712
26,360.1979455799269,-9988,-11524
27,440.33499474831655,1135,-814
28,618.6174807585055,2483,-553
29,281.4496338601278,511,-739
