,desvio_padrao,max,min
0,657.8917540142907,-11436,-15344
1,645.383630409077,-6512,-10388
2,444.88452434311534,2420,-1732
3,490.4098020023662,1025,-1515
4,371.19525643520825,765,-785
5,429.75886948380713,1325,-855
6,537.8070003263252,-720,-3440
7,538.1457884254044,16216,13600
8,275.5240272644112,7104,5988
9,404.60618186083116,876,-886
10,305.1532015234315,694,-726
11,363.9505212250698,593,-1003
12,538.6633590657527,2464,-216
13,15019.289112924087,16360,-16384
14,368.34478413573333,4696,1988
15,417.5893258932752,581,-1243
16,349.41449254431336,804,-858
17,310.90346588611715,733,-534
18,558.130701538627,2000,-1344
19,531.2879204348617,-11696,-15296
20,1139.306009112565,12544,5752
21,923.9584772055507,2008,-2871
22,502.4690910891932,1554,-958
23,326.8625760162824,818,-532
24,595.1675475023819,1316,-2116
25,8090.303302002959,16372,-16380
26,341.2127922572658,3864,2268
27,505.80875941406947,1110,-2098
28,416.28145514783625,2076,-847
29,604.7472483608337,327,-4274
