,desvio_padrao,max,min
0,531.2869748074011,-13312,-16180
1,309.084270709462,-5884,-7300
2,279.4604258209023,2480,1112
3,214.95994417565333,315,-606
4,341.38235396692664,1024,-606
5,466.47903221902686,1256,-668
6,434.6306477918924,-304,-3140
7,424.7901524282313,-12116,-14480
8,734.7496988771074,12332,8088
9,610.6122255572681,1625,-2213
10,412.9812828688486,1148,-984
11,417.19914417457755,631,-1180
12,348.45168617758185,3964,2404
13,637.2689027404366,10320,7408
14,270.831478229544,15140,13892
15,440.87412081001077,873,-979
16,256.9255399916482,870,-471
17,299.7993413935394,728,-789
18,363.19963876634023,9044,7168
19,462.1283129175273,6440,4328
20,304.1427138696569,14236,12684
21,400.57587296291325,699,-925
22,249.28728226686576,511,-567
23,279.3672092426024,535,-741
24,359.12354642935907,4036,2340
25,596.1493289436801,10992,8240
26,288.55884391229455,13124,11476
27,420.2826109893199,643,-1053
28,267.3539646236801,998,-82
29,316.6234198539331,230,-1182
