,desvio_padrao,max,min
0,476.14608010567514,956,-884
1,4508.939329997688,16380,-16376
2,453.5998077601004,3828,1972
3,438.48271345630036,709,-1381
4,570.4007954938353,1742,-1410
5,436.0503882580544,868,-791
6,640.059340998942,10412,5692
7,460.2459499007025,14300,11880
8,801.0400149805253,-3308,-8976
9,1004.7824378938953,960,-5552
10,338.0856949058921,750,-1387
11,565.6329922308281,1000,-1393
12,451.80051527195053,7188,5232
13,495.01782755775577,-12204,-15004
14,362.84416710207705,-6092,-7728
15,514.8894467747422,274,-1881
16,459.5056935447046,1055,-952
17,246.16943270844982,694,-277
18,373.94959232495495,2624,704
19,388.92893952494717,-14288,-16100
20,383.90386088186193,-5848,-7704
21,526.5092785507203,610,-1314
22,403.85975090370175,779,-992
23,276.45715382315575,692,-635
24,385.03722209677335,7092,5176
25,3197.897388222455,16252,-16344
26,410.14568338579403,-1228,-3228
27,484.44071009773734,176,-1595
28,413.1146488567066,1000,-714
29,351.6090526422777,535,-1002
