,desvio_padrao,max,min
0,589.6174692120308,4848,-436
1,9162.868141013489,16368,-16384
2,530.3538441455855,3560,792
3,655.925262434677,2104,-1042
4,622.7267248962421,1388,-2043
5,578.6612890975168,1357,-891
6,668.8064592989515,8360,4516
7,466.32279978572785,14444,11736
8,713.0274205106,-5516,-9372
9,670.3677148401465,1411,-1939
10,577.5462911317153,872,-1440
11,510.94421407821034,688,-1884
12,560.2717683410435,6564,4084
13,4245.561762593968,15440,-16052
14,355.1286324699826,-4180,-5896
15,780.0666115146835,1655,-1514
16,454.1807097400769,1056,-1374
17,499.11624647971536,2034,-313
18,624.3660708270429,2680,-1008
19,6133.49849713848,16336,-16364
20,418.6037056692164,-3908,-6656
21,783.2151004672983,1677,-1532
22,477.0845496345485,514,-1776
23,527.5582238957137,2142,-510
24,904.7472124300798,11136,1436
25,13829.474324586601,16360,-16368
26,468.9258858284537,324,-2660
27,680.1109041178505,1011,-1817
28,382.1709455204568,1060,-635
29,703.7350730921402,2649,-607
