,desvio_padrao,max,min
0,528.22464766423,-10388,-14116
1,212.52281195203497,-10556,-11424
2,390.72847656652823,-760,-2692
3,267.6268110634657,151,-1417
4,656.5419907363123,2508,-527
5,274.1638641396783,754,-371
6,350.4000821917712,-2624,-4484
7,368.0198494646722,9776,7780
8,243.93092792837894,14560,13572
9,268.77184450756744,604,-497
10,393.5647518515854,2194,-27
11,452.31329584702684,360,-1867
12,432.41720594814456,-3076,-5296
13,314.20972359238027,-7640,-9108
14,506.5986277123142,15308,12348
15,451.39795081502086,269,-1730
16,522.6009184836935,2336,-32
17,213.96216955340492,807,-157
18,531.499727187136,4644,2440
19,292.610003930146,-14344,-15888
20,598.7558888228157,7908,4248
21,887.8453750513094,576,-3001
22,419.94210839114476,1580,-627
23,596.0497008639464,2438,-52
24,453.7174786141702,-400,-2596
25,273.1009805914288,-12176,-13744
26,610.6534454172842,10840,7556
27,670.1616354283495,111,-2841
28,486.2946714698815,2175,-201
29,181.74935928360242,471,-303
