,desvio_padrao,max,min
0,449.8676267525816,-11180,-13240
1,304.06284613546586,-10056,-11464
2,579.4831959599863,-504,-3268
3,354.5671304562791,593,-1274
4,366.6669911513716,738,-1121
5,245.49687492919335,922,-440
6,571.645029716869,2524,-692
7,437.5361763328834,-11912,-14040
8,668.4007073604874,12764,9400
9,864.9042407110743,882,-3633
10,371.8370840838767,938,-806
11,493.9999614372455,1885,-1258
12,379.2116116365637,6152,4396
13,4492.424449403686,16368,-16368
14,302.2226225814342,1820,156
15,361.10806194268224,519,-1283
16,299.4017201019393,641,-593
17,286.1780976944252,947,-418
18,324.20675872041903,9412,7624
19,314.5461721274001,14948,13252
20,284.9150862976546,1856,524
21,324.18671333045097,779,-823
22,299.09481356252235,411,-908
23,259.8331472310644,614,-509
24,357.5767330238364,7892,6040
25,270.75187460108197,15232,13964
26,286.6910783404325,-2972,-4588
27,275.5374747652304,278,-1081
28,309.73055645189413,662,-540
29,307.68139625268213,692,-748
