,desvio_padrao,max,min
0,4447.007142967054,16292,-16384
1,282.9944423482553,-2424,-3776
2,439.02628805118263,-2016,-4260
3,368.91773662972616,632,-1057
4,296.31835650192176,1099,-559
5,354.6295312012241,849,-761
6,406.87904640077005,-892,-2676
7,398.7879617039611,-568,-2772
8,3170.4466156048106,16104,-16348
9,539.47541593663,1070,-1011
10,326.2150155955424,1061,-452
11,236.60992878575487,558,-567
12,413.11363860322984,2504,640
13,428.1289132959838,2088,-364
14,3182.425856104114,16272,-16332
15,534.8576329267444,820,-1271
16,263.04222075552815,1141,-158
17,202.20968596978733,883,-206
18,393.1354555366382,6364,4764
19,344.86426315291067,-1004,-2660
20,283.3377602791411,16144,14476
21,465.57082855350797,950,-983
22,283.62781951000505,920,-552
23,230.4898980432765,907,-262
24,390.2208277373211,1948,228
25,411.4150332693252,3112,872
26,3191.8432432686914,16224,-16380
27,515.5319073539484,618,-1401
28,287.57276574807986,1365,-84
29,213.4575217695549,432,-650
