,desvio_padrao,max,min
0,398.56996173821227,-1704,-3672
1,391.9406057044868,-8484,-10704
2,259.2732489093312,13352,12148
3,295.28630174798155,192,-1234
4,432.6502110250266,912,-1284
5,448.35618106590215,1214,-744
6,313.6410585366654,6072,4480
7,256.524150909812,13776,12460
8,309.88165741134145,10180,8680
9,423.402141114095,747,-1228
10,197.57532108034138,620,-247
11,399.933591862449,314,-1567
12,286.4135304066482,7268,5848
13,222.05809690258988,15532,14480
14,298.81414692079085,3888,2444
15,431.8179907090486,485,-1505
16,277.3431448584947,696,-625
17,345.7996529784262,654,-1038
18,297.4704529865109,8796,7428
19,337.0431877371207,14664,12672
20,353.68538335645144,4192,2572
21,448.98945321688797,797,-1291
22,253.49065051792346,431,-772
23,356.8450334528982,621,-1165
24,287.0703746470541,7484,6000
25,212.2081393349463,15352,14320
26,329.2571031883747,-224,-1772
27,413.4560497803848,306,-1586
28,334.11848736638325,710,-852
29,327.1425952088783,425,-1258
