,desvio_padrao,max,min
0,801.9995760597383,-11148,-14412
1,395.03385981457336,-3832,-5668
2,346.99748932809297,8576,6952
3,334.42379042167437,484,-904
4,783.7218595267074,2050,-1824
5,636.0828386303156,969,-2836
6,694.5219835253597,-4840,-8248
7,766.1879623173414,-8632,-12856
8,1200.0936036826463,13848,7688
9,1170.645343389705,1801,-3689
10,529.2220482935306,2290,-748
11,539.4290814370319,1640,-779
12,1073.0519793560793,5704,-732
13,613.6407496247296,-13532,-16028
14,1533.1484337793258,11868,5072
15,1440.2413338048593,1316,-3865
16,528.436230779079,2288,-826
17,1003.1831925924596,4285,-707
18,540.1015074965076,7728,5388
19,811.3492407095725,10076,6076
20,237.63327713096075,12984,11932
21,760.4435055281884,1558,-2043
22,535.4712013731457,1990,-1160
23,513.2633674830106,1022,-1816
24,821.7557116321127,8696,4268
25,599.2457979827643,-10364,-13676
26,1365.5816395953775,12160,4768
27,1395.4256974486318,1248,-5918
28,550.2361925573417,1486,-770
29,828.1309821519782,2010,-2378
