,desvio_padrao,max,min
0,349.27299122606087,-12208,-13924
1,319.7426365063002,-6644,-8244
2,225.50134012905556,5984,5016
3,398.94636180820095,1272,-987
4,388.8513694202452,994,-559
5,391.515511314686,817,-1074
6,307.08273543134925,2216,908
7,7010.170882367991,16360,-16344
8,194.8049116423916,4708,3700
9,284.55689395971416,624,-652
10,192.1265510021975,511,-282
11,320.39186943491563,702,-837
12,302.7828898732555,5880,4556
13,213.61586457938932,15756,14780
14,249.61580398684694,-1888,-3144
15,341.49700950374364,440,-1252
16,304.1539036409035,1020,-413
17,265.33209587232375,897,-234
18,300.3947376369966,8996,7620
19,220.2949985814476,14632,13692
20,249.4502467427122,-572,-1808
21,277.2323783399046,243,-1009
22,319.2780299362923,450,-861
23,212.29303427102832,721,-156
24,321.02331130308903,8712,7256
25,201.78678252056054,14248,13264
26,229.19314474913946,-4532,-5600
27,232.6015399777052,-181,-1147
28,355.71849473987146,984,-511
29,222.81736265381116,491,-548
