,desvio_padrao,max,min
0,732.8303225167474,-12584,-15784
1,593.1993256907833,-6080,-8876
2,395.3794956747251,2712,1116
3,334.4294333637516,473,-925
4,388.48934914615097,801,-892
5,490.8623966041807,967,-1068
6,771.4748514371677,-348,-4112
7,6219.1199082828425,16372,-16368
8,353.5718789722961,6180,4764
9,299.94425665446573,625,-863
10,414.4401065292788,962,-771
11,508.70218114334835,919,-1246
12,776.4836379473813,1832,-1972
13,12900.445782747198,16364,-16376
14,366.2992241324024,4648,3168
15,311.50973596342055,425,-1157
16,422.75709858026045,971,-739
17,475.8818189424765,1125,-827
18,779.8844016904043,4476,276
19,282.7311684268291,-12384,-13736
20,857.5803766411636,12704,8088
21,548.4268684154706,1139,-1380
22,467.0887336470448,1020,-1056
23,425.4214234144773,1391,-757
24,790.5986592450053,1552,-2236
25,6864.119180666956,16364,-16340
26,370.2596623992411,5140,3528
27,309.200673349849,317,-1305
28,457.3332482993119,1135,-687
29,458.5649217940683,651,-1198
