,desvio_padrao,max,min
0,802.977582750602,-9864,-13660
1,314.81420806564626,-8880,-10392
2,323.0828376747982,6484,4744
3,375.2854512234653,992,-880
4,572.5013187757737,1326,-1459
5,530.3914362053746,1240,-1095
6,553.3725819011997,-3104,-5764
7,551.6281341628616,-12616,-15504
8,941.7571143346887,10528,5380
9,640.0535271365982,1383,-1933
10,398.26990797698994,1202,-833
11,499.09647273848776,745,-1591
12,543.0157257391355,1832,-956
13,570.2021872985056,-13248,-16060
14,1121.477376321074,11648,5272
15,727.1134599221774,1394,-2346
16,380.15058542635444,1360,-656
17,356.51706985781203,992,-835
18,412.9731787901001,6812,4504
19,714.4769096338943,11556,7924
20,224.92384844653537,12444,11308
21,689.7835556172674,1373,-1825
22,369.28958975308257,611,-1082
23,404.2785851365368,1321,-1018
24,388.66803315940456,1660,-20
25,9082.79886475529,16264,-16384
26,405.8172987934349,3252,1060
27,579.937579744579,578,-2004
28,355.7970448162829,869,-681
29,458.92877214225746,974,-1387
