,desvio_padrao,max,min
0,425.8212883358463,-13428,-15796
1,420.1519420400196,-6164,-8152
2,449.48481620628746,2676,804
3,914.4450130543662,1441,-4027
4,358.5497544274713,1025,-326
5,433.36659527471653,740,-1486
6,387.0556425115128,168,-1720
7,400.4739971583673,16104,13952
8,296.8298933732921,8180,6824
9,390.7974339731519,727,-934
10,278.42322101433996,747,-400
11,376.1710614866593,342,-1570
12,388.10516306794995,2572,892
13,6278.194042875705,16376,-16372
14,283.22010098155107,4544,3316
15,434.651524212213,348,-1495
16,259.16491737887674,691,-461
17,359.5742341992819,551,-1219
18,486.5177801478585,2016,-644
19,360.74788980671804,-11948,-14244
20,730.2298991413594,12468,7600
21,1124.297151957613,954,-4054
22,467.6140930297118,1752,-1199
23,521.836546343776,1013,-1496
24,363.16844576587323,1632,-256
25,7593.371952327899,16336,-16348
26,324.47712769931877,3136,1796
27,383.5480688257992,200,-1619
28,245.04677329032512,727,-507
29,402.94677204315707,510,-1784
