,desvio_padrao,max,min
0,333.16114059115597,-14220,-15880
1,282.5882771807776,-4676,-5888
2,317.7248394444476,2512,1144
3,471.50411355575676,980,-825
4,380.56710985054923,672,-1594
5,256.5716944637502,914,-581
6,333.28427265624157,-348,-1916
7,368.2813359376226,10560,8692
8,205.51073548600812,14468,13528
9,240.21486548504865,240,-774
10,320.15209260599875,1069,-493
11,299.71630102481913,661,-863
12,334.69875649604677,2828,1332
13,341.2892638217616,12580,10848
14,197.33641934523897,12332,11516
15,226.25602400820182,143,-903
16,246.58511126992238,639,-324
17,291.79406710898013,923,-353
18,336.6794915049029,6648,5116
19,316.55751073067273,9096,7668
20,188.86903822490336,13412,12620
21,219.0123969093987,200,-734
22,244.5152091384092,510,-569
23,267.27519825079173,830,-146
24,334.19779532486444,2080,720
25,319.2468612218451,12416,10904
26,225.87855143859943,11032,9976
27,227.781929924215,-34,-1084
28,263.8937625257558,909,-303
29,262.11558824304973,500,-634
