,desvio_padrao,max,min
0,636.048173018365,-864,-3744
1,369.37025543484145,-8676,-10296
2,231.79059169862785,13412,12120
3,420.19010173967683,198,-1800
4,504.303450315383,1867,-514
5,582.9586808685501,341,-2259
6,351.43447981095994,5288,3816
7,452.0514572479554,13788,11900
8,308.0407765215508,11244,9656
9,469.14234257845453,565,-1723
10,233.31519860480583,390,-875
11,651.20848666153,326,-2567
12,335.9506511379313,5568,4048
13,308.9482001889637,15632,14368
14,325.2819085039929,6476,4952
15,457.7631806949965,348,-1936
16,356.82288659781904,364,-1452
17,588.0191441611403,699,-1926
18,340.16834420621797,7496,5932
19,315.6113964989223,15276,13712
20,321.4321427611121,4824,3172
21,469.9318047334103,413,-1883
22,349.4028339896516,251,-1592
23,573.3832989371072,509,-2004
24,309.87661802724,5472,4000
25,213.52829882711097,16068,15012
26,362.49315359051957,812,-940
27,403.53986618424705,344,-1728
28,489.20529136549624,416,-1988
29,507.7157443885308,332,-2058
