,desvio_padrao,max,min
0,522.4479288886117,-10328,-13144
1,328.0996409629245,-10140,-11608
2,580.4469946515358,-104,-2992
3,460.1170498905686,731,-1352
4,371.25154599004696,808,-1045
5,473.05051516724933,1357,-785
6,475.0167508625354,2916,368
7,299.4771443699836,-12532,-14112
8,559.6050550164822,11936,9312
9,527.104802766964,1047,-1243
10,284.0428024083694,1025,-516
11,387.2619650830688,477,-1440
12,403.4949635373408,7308,5628
13,305.6779246200157,16044,14696
14,344.9700068121865,760,-760
15,345.16852275374123,676,-1178
16,294.8138224371442,604,-699
17,271.2091399639769,741,-475
18,378.1889474852484,9604,7944
19,318.1817618909041,14728,12908
20,274.1369555532417,1580,304
21,335.0766090015834,850,-914
22,336.54461977574385,408,-1084
23,244.69715650166435,629,-644
24,386.3010225200032,8016,6304
25,241.17850318799142,15016,13500
26,306.16173242258736,-3320,-4540
27,323.6841089704591,419,-1265
28,286.9686073423363,688,-798
29,284.1621431507019,546,-676
