,desvio_padrao,max,min
0,567.3035674134264,3436,-84
1,6816.380310868813,16364,-16280
2,586.9272868081702,6100,3440
3,679.9133694081916,1408,-1144
4,387.5371686690194,905,-755
5,392.3005198823983,973,-733
6,830.2831083431723,10456,6728
7,557.947472796499,13560,10964
8,710.3173138816201,-5608,-8664
9,680.2774592767279,718,-1985
10,635.2045002202046,836,-1708
11,703.5852422414785,304,-2643
12,582.432004615131,8108,5368
13,3123.2472770499617,16092,-16312
14,383.88372406237806,-4060,-5824
15,538.2623274017977,1020,-1580
16,378.7134980430457,910,-805
17,550.2616667550085,1794,-401
18,526.3350643838961,4180,1604
19,636.5487883893896,-13028,-16232
20,375.4383379464596,-6960,-8720
21,548.7651296319766,1220,-1414
22,414.5212509630839,647,-1085
23,529.8320733024757,1610,-558
24,522.4648213994891,7420,5084
25,7502.681309611919,16180,-16372
26,411.6659694461032,-1264,-2976
27,525.8122626945857,830,-1757
28,326.7478055014295,881,-657
29,603.0074011983601,1625,-729
